,link,type,year
2221,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00002000007Crossover Representative in Congress 7th Congressional District Recap.pdf,General,2014
2222,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00002000008Crossover Representative in Congress 8th Congressional District Recap.pdf,General,2014
2223,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00002000010Crossover Representative in Congress 10th Congressional District Recap.pdf,General,2014
2224,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00002000011Crossover Representative in Congress 11th Congressional District Recap.pdf,General,2014
2225,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00002000012Crossover Representative in Congress 12th Congressional District Recap.pdf,General,2014
2226,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00002000013Crossover Representative in Congress 13th Congressional District Recap.pdf,General,2014
2227,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00002000014Crossover Representative in Congress 14th Congressional District Recap.pdf,General,2014
2228,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00002200023Crossover State Senator 23rd Senatorial District Recap.pdf,General,2014
2229,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00002200026Crossover State Senator 26th Senatorial District Recap.pdf,General,2014
2230,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00002200029Crossover State Senator 29th Senatorial District Recap.pdf,General,2014
2231,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00002300064Crossover Member of the Assembly 64th Assembly District Recap.pdf,General,2014
2232,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00101400001New York Justice of the Supreme Court 1st Judicial District Recap.pdf,General,2014
2233,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00101700010New York Judge of the Civil Court - County New York Recap.pdf,General,2014
2234,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00102000007New York Representative in Congress 7th Congressional District Recap.pdf,General,2014
2235,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00102000010New York Representative in Congress 10th Congressional District Recap.pdf,General,2014
2236,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00102000012New York Representative in Congress 12th Congressional District Recap.pdf,General,2014
2237,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00102000013New York Representative in Congress 13th Congressional District Recap.pdf,General,2014
2238,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00102200026New York State Senator 26th Senatorial District Recap.pdf,General,2014
2239,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00102200027New York State Senator 27th Senatorial District Recap.pdf,General,2014
2240,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00102200028New York State Senator 28th Senatorial District Recap.pdf,General,2014
2241,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00102200029New York State Senator 29th Senatorial District Recap.pdf,General,2014
2242,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00102200030New York State Senator 30th Senatorial District Recap.pdf,General,2014
2243,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00102200031New York State Senator 31st Senatorial District Recap.pdf,General,2014
2244,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00102300065New York Member of the Assembly 65th Assembly District Recap.pdf,General,2014
2245,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00102300066New York Member of the Assembly 66th Assembly District Recap.pdf,General,2014
2246,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00102300067New York Member of the Assembly 67th Assembly District Recap.pdf,General,2014
2247,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00102300068New York Member of the Assembly 68th Assembly District Recap.pdf,General,2014
2248,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00102300069New York Member of the Assembly 69th Assembly District Recap.pdf,General,2014
2249,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00102300070New York Member of the Assembly 70th Assembly District Recap.pdf,General,2014
2250,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00102300071New York Member of the Assembly 71st Assembly District Recap.pdf,General,2014
2251,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00102300072New York Member of the Assembly 72nd Assembly District Recap.pdf,General,2014
2252,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00102300073New York Member of the Assembly 73rd Assembly District Recap.pdf,General,2014
2253,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00102300074New York Member of the Assembly 74th Assembly District Recap.pdf,General,2014
2254,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00102300075New York Member of the Assembly 75th Assembly District Recap.pdf,General,2014
2255,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00102300076New York Member of the Assembly 76th Assembly District Recap.pdf,General,2014
2256,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00102401008New York Judge of the Civil Court - District 8th Municipal Court District - New York Recap.pdf,General,2014
2257,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00102401010New York Judge of the Civil Court - District 10th Municipal Court District - New York Recap.pdf,General,2014
2258,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00201400012Bronx Justice of the Supreme Court 12th Judicial District Recap.pdf,General,2014
2259,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00201700011Bronx Judge of the Civil Court - County Bronx Recap.pdf,General,2014
2260,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00202000013Bronx Representative in Congress 13th Congressional District Recap.pdf,General,2014
2261,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00202000014Bronx Representative in Congress 14th Congressional District Recap.pdf,General,2014
2262,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00202000015Bronx Representative in Congress 15th Congressional District Recap.pdf,General,2014
2263,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00202000016Bronx Representative in Congress 16th Congressional District Recap.pdf,General,2014
2264,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00202200029Bronx State Senator 29th Senatorial District Recap.pdf,General,2014
2265,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00202200032Bronx State Senator 32nd Senatorial District Recap.pdf,General,2014
2266,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00202200033Bronx State Senator 33rd Senatorial District Recap.pdf,General,2014
2267,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00202200034Bronx State Senator 34th Senatorial District Recap.pdf,General,2014
2268,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00202200036Bronx State Senator 36th Senatorial District Recap.pdf,General,2014
2269,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00202300077Bronx Member of the Assembly 77th Assembly District Recap.pdf,General,2014
2270,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00202300078Bronx Member of the Assembly 78th Assembly District Recap.pdf,General,2014
2271,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00202300079Bronx Member of the Assembly 79th Assembly District Recap.pdf,General,2014
2272,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00202300080Bronx Member of the Assembly 80th Assembly District Recap.pdf,General,2014
2273,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00202300081Bronx Member of the Assembly 81st Assembly District Recap.pdf,General,2014
2274,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00202300082Bronx Member of the Assembly 82nd Assembly District Recap.pdf,General,2014
2275,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00202300083Bronx Member of the Assembly 83rd Assembly District Recap.pdf,General,2014
2276,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00202300084Bronx Member of the Assembly 84th Assembly District Recap.pdf,General,2014
2277,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00202300085Bronx Member of the Assembly 85th Assembly District Recap.pdf,General,2014
2278,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00202300086Bronx Member of the Assembly 86th Assembly District Recap.pdf,General,2014
2279,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00202300087Bronx Member of the Assembly 87th Assembly District Recap.pdf,General,2014
2280,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00202401102Bronx Judge of the Civil Court - District 2nd Municipal Court District - Bronx Recap.pdf,General,2014
2281,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00301400002Kings Justice of the Supreme Court 2nd Judicial District Recap.pdf,General,2014
2282,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00301700012Kings Judge of the Civil Court - County Kings Recap.pdf,General,2014
2283,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302000007Kings Representative in Congress 7th Congressional District Recap.pdf,General,2014
2284,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302000008Kings Representative in Congress 8th Congressional District Recap.pdf,General,2014
2285,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302000009Kings Representative in Congress 9th Congressional District Recap.pdf,General,2014
2286,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302000010Kings Representative in Congress 10th Congressional District Recap.pdf,General,2014
2287,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302000011Kings Representative in Congress 11th Congressional District Recap.pdf,General,2014
2288,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302000012Kings Representative in Congress 12th Congressional District Recap.pdf,General,2014
2289,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302200017Kings State Senator 17th Senatorial District Recap.pdf,General,2014
2290,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302200018Kings State Senator 18th Senatorial District Recap.pdf,General,2014
2291,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302200019Kings State Senator 19th Senatorial District Recap.pdf,General,2014
2292,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302200020Kings State Senator 20th Senatorial District Recap.pdf,General,2014
2293,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302200021Kings State Senator 21st Senatorial District Recap.pdf,General,2014
2294,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302200022Kings State Senator 22nd Senatorial District Recap.pdf,General,2014
2295,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302200023Kings State Senator 23rd Senatorial District Recap.pdf,General,2014
2296,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302200025Kings State Senator 25th Senatorial District Recap.pdf,General,2014
2297,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302200026Kings State Senator 26th Senatorial District Recap.pdf,General,2014
2298,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302300041Kings Member of the Assembly 41st Assembly District Recap.pdf,General,2014
2299,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302300042Kings Member of the Assembly 42nd Assembly District Recap.pdf,General,2014
2300,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302300043Kings Member of the Assembly 43rd Assembly District Recap.pdf,General,2014
2301,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302300044Kings Member of the Assembly 44th Assembly District Recap.pdf,General,2014
2302,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302300045Kings Member of the Assembly 45th Assembly District Recap.pdf,General,2014
2303,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302300046Kings Member of the Assembly 46th Assembly District Recap.pdf,General,2014
2304,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302300047Kings Member of the Assembly 47th Assembly District Recap.pdf,General,2014
2305,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302300048Kings Member of the Assembly 48th Assembly District Recap.pdf,General,2014
2306,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302300049Kings Member of the Assembly 49th Assembly District Recap.pdf,General,2014
2307,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302300050Kings Member of the Assembly 50th Assembly District Recap.pdf,General,2014
2308,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302300051Kings Member of the Assembly 51st Assembly District Recap.pdf,General,2014
2309,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302300052Kings Member of the Assembly 52nd Assembly District Recap.pdf,General,2014
2310,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302300053Kings Member of the Assembly 53rd Assembly District Recap.pdf,General,2014
2311,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302300054Kings Member of the Assembly 54th Assembly District Recap.pdf,General,2014
2312,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302300055Kings Member of the Assembly 55th Assembly District Recap.pdf,General,2014
2313,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302300056Kings Member of the Assembly 56th Assembly District Recap.pdf,General,2014
2314,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302300057Kings Member of the Assembly 57th Assembly District Recap.pdf,General,2014
2315,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302300058Kings Member of the Assembly 58th Assembly District Recap.pdf,General,2014
2316,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302300059Kings Member of the Assembly 59th Assembly District Recap.pdf,General,2014
2317,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302300060Kings Member of the Assembly 60th Assembly District Recap.pdf,General,2014
2318,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302300064Kings Member of the Assembly 64th Assembly District Recap.pdf,General,2014
2319,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302401202Kings Judge of the Civil Court - District 2nd Municipal Court District - Kings Recap.pdf,General,2014
2320,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302401203Kings Judge of the Civil Court - District 3rd Municipal Court District - Kings Recap.pdf,General,2014
2321,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302401206Kings Judge of the Civil Court - District 6th Municipal Court District - Kings Recap.pdf,General,2014
2322,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302401207Kings Judge of the Civil Court - District 7th Municipal Court District - Kings Recap.pdf,General,2014
2323,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00302401208Kings Judge of the Civil Court - District 8th Municipal Court District - Kings Recap.pdf,General,2014
2324,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00401400011Queens Justice of the Supreme Court 11th Judicial District Recap.pdf,General,2014
2325,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00401700013Queens Judge of the Civil Court - County Queens Recap.pdf,General,2014
2326,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402000003Queens Representative in Congress 3rd Congressional District Recap.pdf,General,2014
2327,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402000005Queens Representative in Congress 5th Congressional District Recap.pdf,General,2014
2328,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402000006Queens Representative in Congress 6th Congressional District Recap.pdf,General,2014
2329,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402000007Queens Representative in Congress 7th Congressional District Recap.pdf,General,2014
2330,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402000008Queens Representative in Congress 8th Congressional District Recap.pdf,General,2014
2331,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402000012Queens Representative in Congress 12th Congressional District Recap.pdf,General,2014
2332,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402000014Queens Representative in Congress 14th Congressional District Recap.pdf,General,2014
2333,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402200010Queens State Senator 10th Senatorial District Recap.pdf,General,2014
2334,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402200011Queens State Senator 11th Senatorial District Recap.pdf,General,2014
2335,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402200012Queens State Senator 12th Senatorial District Recap.pdf,General,2014
2336,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402200013Queens State Senator 13th Senatorial District Recap.pdf,General,2014
2337,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402200014Queens State Senator 14th Senatorial District Recap.pdf,General,2014
2338,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402200015Queens State Senator 15th Senatorial District Recap.pdf,General,2014
2339,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402200016Queens State Senator 16th Senatorial District Recap.pdf,General,2014
2340,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402300023Queens Member of the Assembly 23rd Assembly District Recap.pdf,General,2014
2341,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402300024Queens Member of the Assembly 24th Assembly District Recap.pdf,General,2014
2342,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402300025Queens Member of the Assembly 25th Assembly District Recap.pdf,General,2014
2343,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402300026Queens Member of the Assembly 26th Assembly District Recap.pdf,General,2014
2344,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402300027Queens Member of the Assembly 27th Assembly District Recap.pdf,General,2014
2345,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402300028Queens Member of the Assembly 28th Assembly District Recap.pdf,General,2014
2346,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402300029Queens Member of the Assembly 29th Assembly District Recap.pdf,General,2014
2347,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402300030Queens Member of the Assembly 30th Assembly District Recap.pdf,General,2014
2348,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402300031Queens Member of the Assembly 31st Assembly District Recap.pdf,General,2014
2349,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402300032Queens Member of the Assembly 32nd Assembly District Recap.pdf,General,2014
2350,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402300033Queens Member of the Assembly 33rd Assembly District Recap.pdf,General,2014
2351,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402300034Queens Member of the Assembly 34th Assembly District Recap.pdf,General,2014
2352,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402300035Queens Member of the Assembly 35th Assembly District Recap.pdf,General,2014
2353,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402300036Queens Member of the Assembly 36th Assembly District Recap.pdf,General,2014
2354,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402300037Queens Member of the Assembly 37th Assembly District Recap.pdf,General,2014
2355,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402300038Queens Member of the Assembly 38th Assembly District Recap.pdf,General,2014
2356,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402300039Queens Member of the Assembly 39th Assembly District Recap.pdf,General,2014
2357,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402300040Queens Member of the Assembly 40th Assembly District Recap.pdf,General,2014
2358,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00402401301Queens Judge of the Civil Court - District 1st Municipal Court District - Queens Recap.pdf,General,2014
2359,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00502000011Richmond Representative in Congress 11th Congressional District Recap.pdf,General,2014
2360,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00502200023Richmond State Senator 23rd Senatorial District Recap.pdf,General,2014
2361,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00502200024Richmond State Senator 24th Senatorial District Recap.pdf,General,2014
2362,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00502300061Richmond Member of the Assembly 61st Assembly District Recap.pdf,General,2014
2363,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00502300062Richmond Member of the Assembly 62nd Assembly District Recap.pdf,General,2014
2364,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00502300063Richmond Member of the Assembly 63rd Assembly District Recap.pdf,General,2014
2365,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20141104General Election/00502300064Richmond Member of the Assembly 64th Assembly District Recap.pdf,General,2014
2366,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01102200028New York Democratic State Senator 28th Senatorial District Recap.pdf,Primary,2014
2367,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01102200031New York Democratic State Senator 31st Senatorial District Recap.pdf,Primary,2014
2368,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01102300071New York Democratic Member of the Assembly 71st Assembly District Recap.pdf,Primary,2014
2369,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01102300072New York Democratic Member of the Assembly 72nd Assembly District Recap.pdf,Primary,2014
2370,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01102300076New York Democratic Member of the Assembly 76th Assembly District Recap.pdf,Primary,2014
2371,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01102800072New York Democratic Male State Committee 72nd Assembly District Recap.pdf,Primary,2014
2372,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01102800076New York Democratic Male State Committee 76th Assembly District Recap.pdf,Primary,2014
2373,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01102900072New York Democratic Female State Committee 72nd Assembly District Recap.pdf,Primary,2014
2374,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01102900076New York Democratic Female State Committee 76th Assembly District Recap.pdf,Primary,2014
2375,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01104600072New York Democratic Delegate to Judicial Convention 72nd Assembly District Recap.pdf,Primary,2014
2376,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01104600075New York Democratic Delegate to Judicial Convention 75th Assembly District Recap.pdf,Primary,2014
2377,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01104600076New York Democratic Delegate to Judicial Convention 76th Assembly District Recap.pdf,Primary,2014
2378,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01104700072New York Democratic Alternate Delegate to the Judicial Convention 72nd Assembly District Recap.pdf,Primary,2014
2379,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01104700075New York Democratic Alternate Delegate to the Judicial Convention 75th Assembly District Recap.pdf,Primary,2014
2380,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01104700076New York Democratic Alternate Delegate to the Judicial Convention 76th Assembly District Recap.pdf,Primary,2014
2381,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01202200033Bronx Democratic State Senator 33rd Senatorial District Recap.pdf,Primary,2014
2382,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01202200034Bronx Democratic State Senator 34th Senatorial District Recap.pdf,Primary,2014
2383,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01202200036Bronx Democratic State Senator 36th Senatorial District Recap.pdf,Primary,2014
2384,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01202300077Bronx Democratic Member of the Assembly 77th Assembly District Recap.pdf,Primary,2014
2385,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01202300078Bronx Democratic Member of the Assembly 78th Assembly District Recap.pdf,Primary,2014
2386,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01202300079Bronx Democratic Member of the Assembly 79th Assembly District Recap.pdf,Primary,2014
2387,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01202300085Bronx Democratic Member of the Assembly 85th Assembly District Recap.pdf,Primary,2014
2388,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01202300086Bronx Democratic Member of the Assembly 86th Assembly District Recap.pdf,Primary,2014
2389,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01202800078Bronx Democratic Male State Committee 78th Assembly District Recap.pdf,Primary,2014
2390,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01202800079Bronx Democratic Male State Committee 79th Assembly District Recap.pdf,Primary,2014
2391,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01202800086Bronx Democratic Male State Committee 86th Assembly District Recap.pdf,Primary,2014
2392,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01202900079Bronx Democratic Female State Committee 79th Assembly District Recap.pdf,Primary,2014
2393,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01202900085Bronx Democratic Female State Committee 85th Assembly District Recap.pdf,Primary,2014
2394,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01202900086Bronx Democratic Female State Committee 86th Assembly District Recap.pdf,Primary,2014
2395,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01204000077Bronx Democratic Male District Leader Democratic Leadership District 77 Recap.pdf,Primary,2014
2396,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01204000078Bronx Democratic Male District Leader Democratic Leadership District 78 Recap.pdf,Primary,2014
2397,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01204000079Bronx Democratic Male District Leader Democratic Leadership District 79 Recap.pdf,Primary,2014
2398,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01204000085Bronx Democratic Male District Leader Democratic Leadership District 85 Recap.pdf,Primary,2014
2399,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01204000086Bronx Democratic Male District Leader Democratic Leadership District 86 Recap.pdf,Primary,2014
2400,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01204100077Bronx Democratic Female District Leader Democratic Leadership District 77 Recap.pdf,Primary,2014
2401,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01204100078Bronx Democratic Female District Leader Democratic Leadership District 78 Recap.pdf,Primary,2014
2402,http://vote.nyc.ny.us/downloads/pdf/election_results/2014/20140909Primary Election/01204100079Bronx Democratic Female District Leader Democratic Leadership District 79 Recap.pdf,Primary,2014
